offer_uid,diff_type
ft_200GWWQ,DELETED
ft_200HBLT,DELETED
ft_200HFGV,DELETED
ft_200HCRJ,DELETED
ft_200JPWW,DELETED
ft_200JRLD,DELETED
ft_200GYBW,DELETED
ft_200JTRL,DELETED
ft_200JVDK,DELETED
ft_200JLNR,DELETED
ft_200JJVB,DELETED
ft_200JTQS,DELETED
ft_200JSTP,DELETED
ft_200HBTG,DELETED
ft_200HBRM,DELETED
ft_200GYWT,DELETED
ft_200JMSR,DELETED
ft_200JRRG,DELETED
ft_200HGSV,DELETED
ft_200GZBF,DELETED
ft_200HBWP,DELETED
ft_200GVLS,DELETED
ft_200JNQR,DELETED
ft_200GYQM,DELETED
ft_200GYXX,DELETED
ft_200HCWC,DELETED
ft_200GYJT,DELETED
ft_200GYWL,DELETED
ft_200JPFS,DELETED
ft_200GWXW,DELETED
ft_200GWSS,DELETED
ft_200JMWR,DELETED
ft_200HBTW,DELETED
ft_200HGXK,DELETED
ft_200JHRN,DELETED
ft_200HCFK,DELETED
ft_200HFYK,DELETED
ft_200JVKS,DELETED
ft_200HBGD,DELETED
ft_200GZCF,DELETED
ft_200JRNF,DELETED
ft_200JPNC,DELETED
ft_200HGWM,DELETED
ft_200JQWK,DELETED
ft_200JMGX,DELETED
ft_200GRCH,DELETED
ft_200HFQY,DELETED
ft_200HBTZ,DELETED
ft_200JQBX,DELETED
ft_200GZVL,DELETED
ft_200HGBS,DELETED
ft_200GYRQ,DELETED
ft_200JKRQ,DELETED
ft_200HBST,DELETED
ft_200JTJP,DELETED
ft_200GWHJ,DELETED
ft_200HCNF,DELETED
ft_200HFZJ,DELETED
ft_200HBLZ,DELETED
ft_200HFBR,DELETED
ft_200JTZS,DELETED
ft_200JJGD,DELETED
ft_200JMLT,DELETED
ft_200HDWG,DELETED
ft_200JHZH,DELETED
ft_200JLDP,DELETED
ft_200HCPQ,DELETED
ft_200HGVN,DELETED
ft_200JKTC,DELETED
ft_200HFBZ,DELETED
ft_200JVPW,DELETED
ft_200JKZV,DELETED
ft_200JSPX,DELETED
ft_200JNYX,DELETED
ft_200GVYM,DELETED
ft_200GZNG,DELETED
ft_200JSRS,DELETED
ft_200JRXM,DELETED
ft_200GZTC,DELETED
ft_200HGCB,DELETED
ft_200GXVM,DELETED
ft_200JQKV,DELETED
ft_200JSKL,DELETED
ft_200JJWX,DELETED
ft_200GYYB,DELETED
ft_200HCZW,DELETED
ft_200JQSY,DELETED
ft_200JPWP,DELETED
ft_200JRFH,DELETED
ft_200JMHM,DELETED
ft_200HBHL,DELETED
ft_200GVQZ,DELETED
ft_200JMDS,DELETED
ft_200JRFP,DELETED
ft_200HGQD,DELETED
ft_200JJWM,DELETED
ft_200GVSQ,DELETED
ft_200HCXZ,DELETED
ft_200GWQL,DELETED
ft_200GXSG,DELETED
ft_200JSPY,DELETED
ft_200JTZR,DELETED
ft_200GWVM,DELETED
ft_200JLNW,DELETED
ft_200JJVC,DELETED
ft_200GXDK,DELETED
ft_200GZQR,DELETED
ft_200GRBZ,DELETED
ft_200JPYF,DELETED
ft_200GZYD,DELETED
ft_200JRKX,DELETED
ft_200JTJD,DELETED
ft_200GWZL,DELETED
ft_200JSDK,DELETED
ft_200HGRR,DELETED
ft_200GXLT,DELETED
ft_200JNNX,DELETED
ft_200JTMG,DELETED
ft_200GZQD,DELETED
ft_200HCVQ,DELETED
ft_200GVHH,DELETED
ft_200JKHB,DELETED
ft_200JSVR,DELETED
ft_200GWWB,DELETED
ft_200JTSN,DELETED
ft_200JQSJ,DELETED
ft_200JJPY,DELETED
ft_200HDTT,DELETED
ft_200JNCY,DELETED
ft_200JRNL,DELETED
ft_200GXGL,DELETED
ft_200GXBR,DELETED
ft_200HCBC,DELETED
ft_200JSLW,DELETED
ft_200GYDZ,DELETED
ft_200JQXB,DELETED
ft_200JLXQ,DELETED
ft_200JJSK,DELETED
ft_200JTWK,DELETED
ft_200GYVX,DELETED
ft_200HGVW,DELETED
ft_200JLWJ,DELETED
ft_200JQLP,DELETED
ft_200JRSZ,DELETED
ft_200JKCR,DELETED
ft_200JPCM,DELETED
ft_200JVDG,DELETED
ft_200GRJG,DELETED
ft_200HGVQ,DELETED
ft_200GYWQ,DELETED
ft_200HBVW,DELETED
ft_200JNPD,DELETED
ft_200HBKK,DELETED
ft_200JMKR,DELETED
ft_200JLWH,DELETED
ft_200JPWZ,DELETED
ft_200GZJX,DELETED
ft_200GVKZ,DELETED
ft_200JNWQ,DELETED
ft_200GZXW,DELETED
ft_200JJYK,DELETED
ft_200JLMN,DELETED
ft_200JSQX,DELETED
ft_200GVPX,DELETED
ft_200JMGD,DELETED
ft_200JQBW,DELETED
ft_200GWTF,DELETED
ft_200GWYF,DELETED
ft_200JMFW,DELETED
ft_200HBZM,DELETED
ft_200HHCS,DELETED
ft_200JKZZ,DELETED
ft_200JSVD,DELETED
ft_200GZYP,DELETED
ft_200GZQL,DELETED
ft_200JKVV,DELETED
ft_200GQZM,DELETED
ft_200GXLP,DELETED
ft_200GWHW,DELETED
ft_200GYJZ,DELETED
ft_200JLWT,DELETED
ft_200JRMZ,DELETED
ft_200JVLR,DELETED
ft_200GZNW,DELETED
ft_200GVTG,DELETED
ft_200JPCH,DELETED
ft_200GXCD,DELETED
ft_200JNNM,DELETED
ft_200JTLQ,DELETED
ft_200GYNM,DELETED
ft_200JVNB,DELETED
ft_200JLMB,DELETED
ft_200JRGD,DELETED
ft_200GYPB,DELETED
ft_200HFVN,DELETED
ft_200HFNB,DELETED
ft_200HFVR,DELETED
ft_200HDLP,DELETED
ft_200HCHC,DELETED
ft_200HGDN,DELETED
ft_200HGFY,DELETED
ft_200HCHL,DELETED
ft_200JVGX,DELETED
ft_200JMQQ,DELETED
ft_200HBFZ,DELETED
ft_200GZPH,DELETED
ft_200JPLL,DELETED
ft_200JLDM,DELETED
ft_200HFHL,DELETED
ft_200JTXK,DELETED
ft_200JQQC,DELETED
ft_200JRYW,DELETED
ft_200GXVY,DELETED
ft_200HHDC,DELETED
ft_200HBLN,DELETED
ft_200JTRQ,DELETED
ft_200GWSN,DELETED
ft_200JQRW,DELETED
ft_200JMJR,DELETED
ft_200JNQD,DELETED
ft_200HCMD,DELETED
ft_200GWLW,DELETED
ft_200HBWF,DELETED
ft_200JJKG,DELETED
ft_200JHRX,DELETED
ft_200HGLL,DELETED
ft_200HHBJ,DELETED
ft_200HDCG,DELETED
ft_200HCPK,DELETED
ft_200JKVB,DELETED
ft_200JRGW,DELETED
ft_200HFSN,DELETED
ft_200JHTH,DELETED
ft_200JJYN,DELETED
ft_200JRKR,DELETED
ft_200HBXJ,DELETED
ft_200JJFW,DELETED
ft_200JTQD,DELETED
ft_200GZFC,DELETED
ft_200JQTX,DELETED
ft_200GVGL,DELETED
ft_200JPBZ,DELETED
ft_200JTLJ,DELETED
ft_200JKWG,DELETED
ft_200GWFH,DELETED
ft_200JJXY,DELETED
ft_200HBLJ,DELETED
ft_200JJGR,DELETED
ft_200GWNG,DELETED
ft_200JLZX,DELETED
ft_200JNKY,DELETED
ft_200JKZQ,DELETED
ft_200JVKN,DELETED
ft_200JMNX,DELETED
ft_200HFMD,DELETED
ft_200GZSH,DELETED
ft_200JJCW,DELETED
ft_200JKXB,DELETED
ft_200HBGW,DELETED
ft_200GZMV,DELETED
ft_200GZQC,DELETED
ft_200GWCJ,DELETED
ft_200GYDD,DELETED
ft_200JRMG,DELETED
ft_200JQBS,DELETED
ft_200GYXM,DELETED
ft_200JQHR,DELETED
ft_200JQVK,DELETED
ft_200HGVZ,DELETED
ft_200HDDT,DELETED
ft_200GVRP,DELETED
ft_200JLXG,DELETED
ft_200JMTN,DELETED
ft_200JRMB,DELETED
ft_200GVRY,DELETED
ft_200HBJS,DELETED
ft_200JNYY,DELETED
ft_200JNSV,DELETED
ft_200JSZH,DELETED
ft_200JLJC,DELETED
ft_200JRHV,DELETED
ft_200GVGH,DELETED
ft_200JMLH,DELETED
ft_200GWSH,DELETED
ft_200JQCP,DELETED
ft_200HBGX,DELETED
ft_200HCKD,DELETED
ft_200HFQF,DELETED
ft_200JKZK,DELETED
ft_200HDMB,DELETED
ft_200HGDK,DELETED
ft_200JJJM,DELETED
ft_200JTRT,DELETED
ft_200HGLY,DELETED
ft_200HCHZ,DELETED
ft_200GYFJ,DELETED
ft_200HCXL,DELETED
ft_200GVZZ,DELETED
ft_200JSLH,DELETED
ft_200JLTX,DELETED
ft_200JRLM,DELETED
ft_200HFCP,DELETED
ft_200HCKG,DELETED
ft_200GRFZ,DELETED
ft_200GWZP,DELETED
ft_200JKVC,DELETED
ft_200JLJM,DELETED
ft_200HCBY,DELETED
ft_200HDNS,DELETED
ft_200GRFX,DELETED
ft_200GZYJ,DELETED
ft_200JLFF,DELETED
ft_200JMDK,DELETED
ft_200JRNK,DELETED
ft_200GYQX,DELETED
ft_200JSKQ,DELETED
ft_200JPYY,DELETED
ft_200HDSV,DELETED
ft_200JTPF,DELETED
ft_200JJPK,DELETED
ft_200JTHF,DELETED
ft_200GZMZ,DELETED
ft_200JMPV,DELETED
ft_200JRBZ,DELETED
ft_200GXXC,DELETED
ft_200JRZF,DELETED
ft_200JQPV,DELETED
ft_200JVKR,DELETED
ft_200GRJJ,DELETED
ft_200GXNG,DELETED
ft_200HCYB,DELETED
ft_200JSGK,DELETED
ft_200HBMC,DELETED
ft_200GYWW,DELETED
ft_200GZBG,DELETED
ft_200JJSR,DELETED
ft_200JNKX,DELETED
ft_200GVNR,DELETED
ft_200HCYP,DELETED
ft_200HFSC,DELETED
ft_200HGDW,DELETED
ft_200HCXM,DELETED
ft_200GXNS,DELETED
ft_200JSZZ,DELETED
ft_200JKKV,DELETED
ft_200HDWZ,DELETED
ft_200GXNB,DELETED
ft_200JSMT,DELETED
ft_200JPXP,DELETED
ft_200HFZT,DELETED
ft_200JJFG,DELETED
ft_200GWXL,DELETED
ft_200JTCR,DELETED
ft_200JPVM,DELETED
ft_200HCJP,DELETED
ft_200GYPZ,DELETED
ft_200JSHN,DELETED
ft_200JSGL,DELETED
ft_200HBSS,DELETED
ft_200HBTR,DELETED
ft_200HDLW,DELETED
ft_200GZJL,DELETED
ft_200JMWG,DELETED
ft_200HGHR,DELETED
ft_200JRGN,DELETED
ft_200JSYH,DELETED
ft_200GQZV,DELETED
ft_200JKHZ,DELETED
ft_200HGQY,DELETED
ft_200JVLJ,DELETED
ft_200HGQB,DELETED
ft_200JKBP,DELETED
ft_200JJNC,DELETED
ft_200HDMC,DELETED
ft_200JTCZ,DELETED
ft_200HBYK,DELETED
ft_200JSLJ,DELETED
ft_200JNPS,DELETED
ft_200HFYR,DELETED
ft_200HFDK,DELETED
ft_200GYBD,DELETED
ft_200GRGP,DELETED
ft_200JNQG,DELETED
ft_200JHWW,DELETED
ft_200JLVG,DELETED
ft_200JQQL,DELETED
ft_200HBWC,DELETED
ft_200JPXZ,DELETED
ft_200HDNZ,DELETED
ft_200HDRM,DELETED
ft_200GXRF,DELETED
ft_200GWZQ,DELETED
ft_200HCMX,DELETED
ft_200JMHV,DELETED
ft_200HCBB,DELETED
ft_200GRKB,DELETED
ft_200GZGH,DELETED
ft_200GRHG,DELETED
ft_200HCBP,DELETED
ft_200HGFZ,DELETED
ft_200JLRD,DELETED
ft_200JJLK,DELETED
ft_200GWMJ,DELETED
ft_200JKYS,DELETED
ft_200JVBL,DELETED
ft_200GZBR,DELETED
ft_200JLBM,DELETED
ft_200JSQY,DELETED
ft_200GYGM,DELETED
ft_200JJKX,DELETED
ft_200HCCV,DELETED
ft_200GVGP,DELETED
ft_200HGZV,DELETED
ft_200HGRH,DELETED
ft_200HBZZ,DELETED
ft_200GRJF,DELETED
ft_200HFFQ,DELETED
ft_200JQYZ,DELETED
ft_200JPPC,DELETED
ft_200JRGR,DELETED
ft_200HBSK,DELETED
ft_200JTFC,DELETED
ft_200JMZT,DELETED
ft_200JJZQ,DELETED
ft_200JNTF,DELETED
ft_200JPFK,DELETED
ft_200JLFC,DELETED
ft_200JLQR,DELETED
ft_200JSCK,DELETED
ft_200HGSH,DELETED
ft_200GYSP,DELETED
ft_200JRYY,DELETED
ft_200GWTM,DELETED
ft_200JMFK,DELETED
ft_200JVLS,DELETED
ft_200JJMT,DELETED
ft_200HBZL,DELETED
ft_200JSSH,DELETED
ft_200JLGQ,DELETED
ft_200JPJH,DELETED
ft_200GZSJ,DELETED
ft_200JSCD,DELETED
ft_200JLDH,DELETED
ft_200HCJR,DELETED
ft_200GWKX,DELETED
ft_200JLFS,DELETED
ft_200HCFH,DELETED
ft_200JPLD,DELETED
ft_200HGSN,DELETED
ft_200GVSR,DELETED
ft_200HDDJ,DELETED
ft_200GVLL,DELETED
ft_200JHYM,DELETED
ft_200GZJP,DELETED
ft_200JPLP,DELETED
ft_200HBJN,DELETED
ft_200JQQR,DELETED
ft_200JVLD,DELETED
ft_200JLFR,DELETED
ft_200HBPD,DELETED
ft_200JKKF,DELETED
ft_200JJZP,DELETED
ft_200JKZS,DELETED
ft_200JJWC,DELETED
ft_200GYQC,DELETED
ft_200GWYP,DELETED
ft_200JMZW,DELETED
ft_200JJRC,DELETED
ft_200HCTX,DELETED
ft_200HBKY,DELETED
ft_200JRJV,DELETED
ft_200JSQM,DELETED
ft_200JVSC,DELETED
ft_200JPXL,DELETED
ft_200HCCQ,DELETED
ft_200GVWS,DELETED
ft_200JLFH,DELETED
ft_200JJVM,DELETED
ft_200JMBZ,DELETED
ft_200JPSL,DELETED
ft_200HFMS,DELETED
ft_200HFCV,DELETED
ft_200JQPR,DELETED
ft_200HBZN,DELETED
ft_200JQHH,DELETED
ft_200HDTN,DELETED
ft_200GYYT,DELETED
ft_200GXGD,DELETED
ft_200GZZS,DELETED
ft_200JRMW,DELETED
ft_200JHXD,DELETED
ft_200HGBF,DELETED
ft_200JKQG,DELETED
ft_200HCXW,DELETED
ft_200JTHG,DELETED
ft_200GYPT,DELETED
ft_200JNHD,DELETED
ft_200GWJT,DELETED
ft_200GZJQ,DELETED
ft_200JJKS,DELETED
ft_200HBFD,DELETED
ft_200GXYF,DELETED
ft_200HCJG,DELETED
ft_200HCYZ,DELETED
ft_200JTZD,DELETED
ft_200HDSM,DELETED
ft_200HCLR,DELETED
ft_200HCXK,DELETED
ft_200GRLV,DELETED
ft_200HGVH,DELETED
ft_200JTBB,DELETED
ft_200HDHG,DELETED
ft_200JNXR,DELETED
ft_200JQJG,DELETED
ft_200JJWK,DELETED
ft_200JTNQ,DELETED
ft_200GVMH,DELETED
ft_200HFNS,DELETED
ft_200HFBY,DELETED
ft_200JRCQ,DELETED
ft_200JVBZ,DELETED
ft_200JKPZ,DELETED
ft_200JRHP,DELETED
ft_200GXPZ,DELETED
ft_200GWSJ,DELETED
ft_200JTTK,DELETED
ft_200GXHG,DELETED
ft_200HFPY,DELETED
ft_200JQPT,DELETED
ft_200JMKD,DELETED
ft_200GZXC,DELETED
ft_200GZMN,DELETED
ft_200HFXD,DELETED
ft_200GXNY,DELETED
ft_200JSLB,DELETED
ft_200JMGY,DELETED
ft_200JJCJ,DELETED
ft_200HBYX,DELETED
ft_200HBLY,DELETED
ft_200JQXC,DELETED
ft_200JVMM,DELETED
ft_200HHJY,DELETED
ft_200HBSB,DELETED
ft_200JTDQ,DELETED
ft_200HCJZ,DELETED
ft_200JQRX,DELETED
ft_200HFPJ,DELETED
ft_200GYWR,DELETED
ft_200HDTS,DELETED
ft_200HCVY,DELETED
ft_200HFTK,DELETED
ft_200GXHT,DELETED
ft_200JJGM,DELETED
ft_200JMRQ,DELETED
ft_200HFYM,DELETED
ft_200HFHB,DELETED
ft_200JLQD,DELETED
ft_200JTJW,DELETED
ft_200JKFW,DELETED
ft_200JLWC,DELETED
ft_200HHKD,DELETED
ft_200HDFX,DELETED
ft_200HBPS,DELETED
ft_200JLVK,DELETED
ft_200JVCQ,DELETED
ft_200GZHX,DELETED
ft_200JHSR,DELETED
ft_200JLHP,DELETED
ft_200JMFB,DELETED
ft_200JMDM,DELETED
ft_200GRGG,DELETED
ft_200HCVS,DELETED
ft_200HGBZ,DELETED
ft_200HBXG,DELETED
ft_200GZZL,DELETED
ft_200JJBZ,DELETED
ft_200HBTJ,DELETED
ft_200GWTH,DELETED
ft_200GVVY,DELETED
ft_200JMTZ,DELETED
ft_200JNFZ,DELETED
ft_200JJPM,DELETED
ft_200JTXX,DELETED
ft_200GVSJ,DELETED
ft_200GVQK,DELETED
ft_200JQCV,DELETED
ft_200GWJN,DELETED
ft_200GYHD,DELETED
ft_200JQRT,DELETED
ft_200HDXY,DELETED
ft_200JPKJ,DELETED
ft_200JJVX,DELETED
ft_200JTCH,DELETED
ft_200JPFZ,DELETED
ft_200JHYF,DELETED
ft_200JTVF,DELETED
ft_200HDYN,DELETED
ft_200HFPL,DELETED
ft_200GZJW,DELETED
ft_200JPRQ,DELETED
ft_200HBHG,DELETED
ft_200GXJH,DELETED
ft_200JQSL,DELETED
ft_200JNGF,DELETED
ft_200GVRW,DELETED
ft_200GYGT,DELETED
ft_200JRKD,DELETED
ft_200JPMY,DELETED
ft_200HGGC,DELETED
ft_200JPYG,DELETED
ft_200HFWZ,DELETED
ft_200JSZF,DELETED
ft_200HGMH,DELETED
ft_200HFSH,DELETED
ft_200GVPT,DELETED
ft_200JNXX,DELETED
ft_200GXPF,DELETED
ft_200GYLQ,DELETED
ft_200JTYT,DELETED
ft_200GZHW,DELETED
ft_200GYKF,DELETED
ft_200JLFV,DELETED
ft_200GWJQ,DELETED
ft_200GYKZ,DELETED
ft_200JTVB,DELETED
ft_200HCFJ,DELETED
ft_200JNVS,DELETED
ft_200GRLR,DELETED
ft_200GWXS,DELETED
ft_200HDXQ,DELETED
ft_200HGCZ,DELETED
ft_200JLJL,DELETED
ft_200JNRQ,DELETED
ft_200JPYK,DELETED
ft_200JQTN,DELETED
ft_200JNDW,DELETED
ft_200HBHS,DELETED
ft_200GRBB,DELETED
ft_200HCCJ,DELETED
ft_200JVGB,DELETED
ft_200HDQH,DELETED
ft_200HBCJ,DELETED
ft_200GYJG,DELETED
ft_200HCVT,DELETED
ft_200JMMH,DELETED
ft_200GVXJ,DELETED
ft_200JJWQ,DELETED
ft_200JTSM,DELETED
ft_200HCWZ,DELETED
ft_200HGTN,DELETED
ft_200GWYV,DELETED
ft_200JLHK,DELETED
ft_200GVWZ,DELETED
ft_200GYNJ,DELETED
ft_200HDQK,DELETED
ft_200JQQP,DELETED
ft_200JRCM,DELETED
ft_200GYTH,DELETED
ft_200JHYR,DELETED
ft_200JJBY,DELETED
ft_200JHYD,DELETED
ft_200JTSH,DELETED
ft_200HHCH,DELETED
ft_200GXXQ,DELETED
ft_200GVWX,DELETED
ft_200JPKQ,DELETED
ft_200HFKR,DELETED
ft_200JLLF,DELETED
ft_200JMBB,DELETED
ft_200HFTH,DELETED
ft_200GXFW,DELETED
ft_200GYFK,DELETED
ft_200HDYL,DELETED
ft_200JMKT,DELETED
ft_200JQJQ,DELETED
ft_200JNWW,DELETED
ft_200JPPT,DELETED
ft_200JTHY,DELETED
ft_200JTHN,DELETED
ft_200HHKG,DELETED
ft_200JKMW,DELETED
ft_200JRNT,DELETED
ft_200GYMR,DELETED
ft_200GVJT,DELETED
ft_200HFWX,DELETED
ft_200JMCD,DELETED
ft_200JPLH,DELETED
ft_200JJMC,DELETED
ft_200GVPS,DELETED
ft_200HDTJ,DELETED
ft_200JNTS,DELETED
ft_200HCKP,DELETED
ft_200HFCF,DELETED
ft_200GZJR,DELETED
ft_200JRQW,DELETED
ft_200JRTP,DELETED
ft_200HDBV,DELETED
ft_200JQMD,DELETED
ft_200HGFD,DELETED
ft_200HBBJ,DELETED
ft_200GZQP,DELETED
ft_200JSNP,DELETED
ft_200JLMT,DELETED
ft_200JTDB,DELETED
ft_200GZLJ,DELETED
ft_200JPSS,DELETED
ft_200GYFW,DELETED
ft_200GWPN,DELETED
ft_200HDVK,DELETED
ft_200GWHB,DELETED
ft_200JSNX,DELETED
ft_200HBTQ,DELETED
ft_200JLSX,DELETED
ft_200HFLN,DELETED
ft_200JRSH,DELETED
ft_200GVHT,DELETED
ft_200JPHM,DELETED
ft_200JJWD,DELETED
ft_200GZZQ,DELETED
ft_200HBJH,DELETED
ft_200HBHQ,DELETED
ft_200JPGQ,DELETED
ft_200JJQQ,DELETED
ft_200JQMP,DELETED
ft_200HGNW,DELETED
ft_200JRFW,DELETED
ft_200GXDP,DELETED
ft_200JQPN,DELETED
ft_200JTYJ,DELETED
ft_200JVLZ,DELETED
ft_200JPGY,DELETED
ft_200HFDN,DELETED
ft_200GYQT,DELETED
ft_200GZCH,DELETED
ft_200GZYT,DELETED
ft_200GXXX,DELETED
ft_200JPWD,DELETED
ft_200GYLN,DELETED
ft_200HDGJ,DELETED
ft_200HDKX,DELETED
ft_200GXVQ,DELETED
ft_200GYVM,DELETED
ft_200JJYS,DELETED
ft_200JPYB,DELETED
ft_200JNSK,DELETED
ft_200HDYH,DELETED
ft_200JNGJ,DELETED
ft_200GYSS,DELETED
ft_200HBNK,DELETED
ft_200JKGK,DELETED
ft_200JSWM,DELETED
ft_200JSZL,DELETED
ft_200GZHK,DELETED
ft_200JQXV,DELETED
ft_200HGMW,DELETED
ft_200JTMB,DELETED
ft_200JMLN,DELETED
ft_200HGRJ,DELETED
ft_200JKFC,DELETED
ft_200JRTQ,DELETED
ft_200HFXB,DELETED
ft_200GVRB,DELETED
ft_200JPYV,DELETED
ft_200JTGZ,DELETED
ft_200JTWM,DELETED
ft_200GYJW,DELETED
ft_200GQZR,DELETED
ft_200HCBW,DELETED
ft_200JRNS,DELETED
ft_200HFRZ,DELETED
ft_200JTMF,DELETED
ft_200HFYJ,DELETED
ft_200JPDT,DELETED
ft_200JTLD,DELETED
ft_200JPMQ,DELETED
ft_200JTSP,DELETED
ft_200HGPX,DELETED
ft_200HGGS,DELETED
ft_200JTWT,DELETED
ft_200JTWJ,DELETED
ft_200HBXW,DELETED
ft_200GVQJ,DELETED
ft_200JJXL,DELETED
ft_200JHXC,DELETED
ft_200JMBY,DELETED
ft_200GWQF,DELETED
ft_200GRDS,DELETED
ft_200JNLM,DELETED
ft_200GYLZ,DELETED
ft_200HBDV,DELETED
ft_200GWLB,DELETED
ft_200JRQY,DELETED
ft_200JRXX,DELETED
ft_200JNXJ,DELETED
ft_200JTWW,DELETED
ft_200GWKV,DELETED
ft_200JSWJ,DELETED
ft_200JRKW,DELETED
ft_200JQLG,DELETED
ft_200HGLD,DELETED
ft_200HDNR,DELETED
ft_200JJFL,DELETED
ft_200JPWR,DELETED
ft_200JVDW,DELETED
ft_200JRDW,DELETED
ft_200HCJK,DELETED
ft_200HBCH,DELETED
ft_200HCJC,DELETED
ft_200GWLJ,DELETED
ft_200GWHZ,DELETED
ft_200HDFR,DELETED
ft_200JPTW,DELETED
ft_200JLSF,DELETED
ft_200JKHC,DELETED
ft_200JQDC,DELETED
ft_200HCCY,DELETED
ft_200HFYN,DELETED
ft_200HGNK,DELETED
ft_200HCFF,DELETED
ft_200GXHL,DELETED
ft_200HFXR,DELETED
ft_200HCQT,DELETED
ft_200HBRC,DELETED
ft_200GZYQ,DELETED
ft_200JNKV,DELETED
ft_200JPFX,DELETED
ft_200GZGX,DELETED
ft_200HCYV,DELETED
ft_200JSWV,DELETED
ft_200HCXD,DELETED
ft_200JRWZ,DELETED
ft_200JLVV,DELETED
ft_200JNKT,DELETED
ft_200JNRC,DELETED
ft_200HDQG,DELETED
ft_200JMXY,DELETED
ft_200JSPH,DELETED
ft_200JNTZ,DELETED
ft_200HBHR,DELETED
ft_200JVGN,DELETED
ft_200JHWZ,DELETED
ft_200JSJS,DELETED
ft_200GWCT,DELETED
ft_200JNRX,DELETED
ft_200JSMM,DELETED
ft_200GRJH,DELETED
ft_200HFHF,DELETED
ft_200GWPL,DELETED
ft_200JJLG,DELETED
ft_200JKWS,DELETED
ft_200HGGW,DELETED
ft_200GRCZ,DELETED
ft_200GWRL,DELETED
ft_200JTRD,DELETED
ft_200HDVW,DELETED
ft_200JSKM,DELETED
ft_200GXGV,DELETED
ft_200JTQG,DELETED
ft_200JMHC,DELETED
ft_200JTVT,DELETED
ft_200HFQS,DELETED
ft_200GWKP,DELETED
ft_200HCKN,DELETED
ft_200HBWQ,DELETED
ft_200JMPK,DELETED
ft_200JLXZ,DELETED
ft_200HCPN,DELETED
ft_200GXZG,DELETED
ft_200HDCH,DELETED
ft_200HDLN,DELETED
ft_200JNFH,DELETED
ft_200HHCR,DELETED
ft_200JNDR,DELETED
ft_200JLFK,DELETED
ft_200JLZN,DELETED
ft_200JJZS,DELETED
ft_200JTSC,DELETED
ft_200HCVM,DELETED
ft_200GRCX,DELETED
ft_200JKQT,DELETED
ft_200JLHL,DELETED
ft_200JRDX,DELETED
ft_200JLGY,DELETED
ft_200JSGN,DELETED
ft_200JQKQ,DELETED
ft_200JNMF,DELETED
ft_200GWLZ,DELETED
ft_200HFFY,DELETED
ft_200JJZC,DELETED
ft_200HCDL,DELETED
ft_200JTRK,DELETED
ft_200JNLS,DELETED
ft_200HDYW,DELETED
ft_200JLLJ,DELETED
ft_200HFZX,DELETED
ft_200GZVZ,DELETED
ft_200GVXD,DELETED
ft_200GZDQ,DELETED
ft_200GYKQ,DELETED
ft_200JQGK,DELETED
ft_200JMPG,DELETED
ft_200JSFH,DELETED
ft_200GWZF,DELETED
ft_200JQBN,DELETED
ft_200HFZS,DELETED
ft_200HGYG,DELETED
ft_200HFJJ,DELETED
ft_200JVJZ,DELETED
ft_200HDWL,DELETED
ft_200HCRV,DELETED
ft_200HGMD,DELETED
ft_200HHFD,DELETED
ft_200GYFG,DELETED
ft_200HCXC,DELETED
ft_200HDSW,DELETED
ft_200JMXT,DELETED
ft_200GYGV,DELETED
ft_200GWGR,DELETED
ft_200HGGL,DELETED
ft_200GZTN,DELETED
ft_200GVLQ,DELETED
ft_200JPDC,DELETED
ft_200JNPT,DELETED
ft_200JLQC,DELETED
ft_200GWCS,DELETED
ft_200GWQT,DELETED
ft_200JRQB,DELETED
ft_200HFNT,DELETED
ft_200JJML,DELETED
ft_200GRBG,DELETED
ft_200GXDX,DELETED
ft_200HDTY,DELETED
ft_200GZMK,DELETED
ft_200HBQV,DELETED
ft_200JKFX,DELETED
ft_200HBTF,DELETED
ft_200JQLS,DELETED
ft_200JRPM,DELETED
ft_200HBGS,DELETED
ft_200GWJR,DELETED
ft_200JVBD,DELETED
ft_200JNSJ,DELETED
ft_200GXVS,DELETED
ft_200HDGM,DELETED
ft_200JRVR,DELETED
ft_200GYTK,DELETED
ft_200JJRF,DELETED
ft_200JPXR,DELETED
ft_200GQZG,DELETED
ft_200JHXJ,DELETED
ft_200JPLN,DELETED
ft_200JQLT,DELETED
ft_200JLZH,DELETED
ft_200HDJM,DELETED
ft_200JVDC,DELETED
ft_200GYVS,DELETED
ft_200JLBQ,DELETED
ft_200GYVB,DELETED
ft_200GVQB,DELETED
ft_200GZXK,DELETED
ft_200JMDB,DELETED
ft_200GYGX,DELETED
ft_200HBYJ,DELETED
ft_200JTRN,DELETED
ft_200GWJK,DELETED
ft_200GXWB,DELETED
ft_200JJLZ,DELETED
ft_200JTCC,DELETED
ft_200JPXV,DELETED
ft_200JPST,DELETED
ft_200GWTY,DELETED
ft_200GRHD,DELETED
ft_200HHGC,DELETED
ft_200HDHS,DELETED
ft_200GYSB,DELETED
ft_200GVVZ,DELETED
ft_200JQRN,DELETED
ft_200GWPB,DELETED
ft_200HCJT,DELETED
ft_200JNWJ,DELETED
ft_200JLTK,DELETED
ft_200JPWF,DELETED
ft_200JSJC,DELETED
ft_200HFPF,DELETED
ft_200GWWX,DELETED
ft_200JRBG,DELETED
ft_200HDPY,DELETED
ft_200GWBG,DELETED
